2011-03-11	09:16:28.491023	1	36	15	1.1	
2011-03-11	09:16:28.604414	1	36	16	1.1	
2011-03-11	09:16:28.717805	1	36	17	1.1	
2011-03-11	09:16:28.831196	1	36	18	1.1	
2011-03-11	09:16:28.944587	1	36	19	1.1	
2011-03-11	09:16:29.057978	1	36	20	1.1	
2011-03-11	09:16:29.171369	1	36	21	1.1	
2011-03-11	09:16:29.28476	1	36	22	1.1	
2011-03-11	09:16:29.398151	1	36	23	1.1	
2011-03-11	09:16:29.511542	1	36	24	1.1	
2011-03-11	09:16:29.624933	1	36	25	0.26	
2011-03-11	09:16:30.109932	1	35	26	0.26	
2011-03-11	09:16:30.59493	1	35	27	0.26	
2011-03-11	09:16:31.079929	1	34	28	0.26	
2011-03-11	09:16:31.564927	1	34	29	0.26	
2011-03-11	09:16:32.049926	1	33	30	0.26	
2011-03-11	09:16:32.534924	1	33	31	0.7	
2011-03-11	09:16:32.713908	1	33	32	0.7	
2011-03-11	09:16:32.892893	1	33	33	1.16	
2011-03-11	09:16:33.000759	1	32	34	1.16	
2011-03-11	09:16:33.108625	1	32	35	1.16	
2011-03-11	09:16:33.216492	1	32	36	1.16	
2011-03-11	09:16:33.324358	1	32	37	1.16	
2011-03-11	09:16:33.432224	1	32	38	1.16	
2011-03-11	09:16:33.54009	1	32	39	1.16	
2011-03-11	09:16:33.647956	1	32	40	1.16	
2011-03-11	09:16:33.755822	1	32	41	1.16	
2011-03-11	09:16:33.863689	1	32	42	1.16	
2011-03-11	09:16:33.971555	1	32	43	1.16	
2011-03-11	09:16:34.079421	1	32	44	0.75	
2011-03-11	09:16:34.24517	1	32	45	0.75	
2011-03-11	09:16:34.410919	1	32	46	0.75	
2011-03-11	09:16:34.576668	1	32	47	0.75	
2011-03-11	09:16:34.742417	1	32	48	0.75	
2011-03-11	09:16:34.908166	1	32	49	0.75	
2011-03-11	09:16:35.073915	1	32	50	0.75	
2011-03-11	09:16:35.239664	1	32	51	0.75	
2011-03-11	09:16:35.405413	1	32	52	1.74	
2011-03-11	09:16:35.47731	1	32	53	1.74	
2011-03-11	09:16:35.549208	1	32	54	1.74	
2011-03-11	09:16:35.621105	1	32	55	1.74	
2011-03-11	09:16:35.693002	1	32	56	1.74	
2011-03-11	09:16:35.7649	1	32	57	1.74	
2011-03-11	09:16:35.836797	1	32	58	1.74	
2011-03-11	09:16:35.908694	1	32	59	1.74	
2011-03-11	09:16:35.980591	1	32	60	1.74	
2011-03-11	09:16:36.052489	1	32	61	1.74	
2011-03-11	09:16:36.124386	1	32	62	0.2	1-begin
2011-03-11	09:16:36.74952	1	32	61	0.2	
2011-03-11	09:16:37.374654	1	32	60	0.2	
2011-03-11	09:16:37.999788	1	32	59	0.2	
2011-03-11	09:16:38.624922	1	32	58	0.2	
2011-03-11	09:16:39.250057	1	32	57	0.2	
2011-03-11	09:16:39.875191	1	32	56	0.2	
2011-03-11	09:16:40.500325	1	32	55	0.2	
2011-03-11	09:16:41.125459	1	32	54	0.2	
2011-03-11	09:16:41.750593	1	32	53	0.2	
2011-03-11	09:16:42.375727	1	32	52	1.1	
2011-03-11	09:16:42.489224	1	32	51	1.1	
2011-03-11	09:16:42.602721	1	32	50	1.1	
2011-03-11	09:16:42.716219	1	32	49	1.1	
2011-03-11	09:16:42.829716	1	32	48	1.1	
2011-03-11	09:16:42.943213	1	32	47	1.1	
2011-03-11	09:16:43.056711	1	32	46	1.1	
2011-03-11	09:16:43.170208	1	32	45	1.1	
2011-03-11	09:16:49.001571	1	32	44	0.07	
2011-03-11	09:16:50.802678	1	32	45	0.07	
2011-03-11	09:16:52.603786	1	32	46	0.07	
2011-03-11	09:16:54.404893	1	32	47	0.07	
2011-03-11	09:16:56.206	1	32	48	0.07	
2011-03-11	09:16:58.007107	1	32	49	0.07	
2011-03-11	09:16:59.808215	1	32	50	0.07	
2011-03-11	09:17:1.609322	1	32	51	0.07	
