2011-03-31	14:18:23.805744	1	36	15	0.04	
2011-03-31	14:18:26.724512	1	36	16	0.04	
2011-03-31	14:18:29.64328	1	36	17	0.04	
2011-03-31	14:18:32.562049	1	36	18	0.04	
2011-03-31	14:18:35.480817	1	36	19	0.04	
2011-03-31	14:18:38.399585	1	36	20	0.04	
2011-03-31	14:18:41.318353	1	36	21	0.04	
2011-03-31	14:18:44.237121	1	36	22	0.04	
2011-03-31	14:18:47.15589	1	36	23	0.04	
2011-03-31	14:18:50.074658	1	36	24	0.04	
2011-03-31	14:18:52.993426	1	36	25	69.29	
2011-03-31	14:18:52.99523	1	36	24	69.29	
2011-03-31	14:18:52.997034	1	36	23	69.29	
2011-03-31	14:18:52.998838	1	36	22	69.29	
2011-03-31	14:18:53.000642	1	36	21	69.29	
2011-03-31	14:18:53.002445	1	36	20	69.29	
2011-03-31	14:18:53.004249	1	36	19	69.29	
2011-03-31	14:18:53.006053	1	36	18	69.29	
2011-03-31	14:18:53.007857	1	36	17	69.29	
2011-03-31	14:18:53.009661	1	36	16	69.29	
2011-03-31	14:18:53.011465	1	36	15	0.95	
2011-03-31	14:18:53.142988	1	35	16	0.95	
2011-03-31	14:18:53.274511	1	35	17	0.95	
2011-03-31	14:18:53.406035	1	35	18	0.95	
2011-03-31	14:18:53.537558	1	35	19	0.95	
2011-03-31	14:18:53.669081	1	35	20	0.95	
2011-03-31	14:18:53.800604	1	34	21	0.95	
2011-03-31	14:18:53.932127	1	34	22	0.95	
2011-03-31	14:18:54.06365	1	34	23	0.95	
2011-03-31	14:18:54.195174	1	34	24	0.95	
2011-03-31	14:18:54.326697	1	34	25	0.95	
2011-03-31	14:18:54.45822	1	33	26	0.95	
2011-03-31	14:18:54.589743	1	33	27	0.95	
2011-03-31	14:18:54.721266	1	33	28	0.95	
2011-03-31	14:18:54.85279	1	33	29	0.95	
2011-03-31	14:18:54.984313	1	33	30	0.95	
2011-03-31	14:18:55.115836	1	33	31	0.67	
2011-03-31	14:18:55.303262	1	33	32	0.67	
2011-03-31	14:18:55.490689	1	33	33	1.29	
2011-03-31	14:18:55.587809	1	32	34	1.29	
2011-03-31	14:18:55.68493	1	32	35	1.29	
2011-03-31	14:18:55.78205	1	32	36	1.29	
2011-03-31	14:18:55.87917	1	32	37	1.29	
2011-03-31	14:18:55.97629	1	32	38	1.29	
2011-03-31	14:18:56.073411	1	32	39	1.29	
2011-03-31	14:18:56.170531	1	32	40	1.29	
2011-03-31	14:18:56.267651	1	32	41	1.29	
2011-03-31	14:18:56.364771	1	32	42	1.29	
2011-03-31	14:18:56.461892	1	32	43	1.29	
2011-03-31	14:18:56.559012	1	32	44	0.72	
2011-03-31	14:18:56.733738	1	32	45	0.72	
2011-03-31	14:18:56.908464	1	32	46	0.72	
2011-03-31	14:18:57.083191	1	32	47	0.72	
2011-03-31	14:18:57.257917	1	32	48	0.72	
2011-03-31	14:18:57.432643	1	32	49	0.72	
2011-03-31	14:18:57.607369	1	32	50	0.72	
2011-03-31	14:18:57.782096	1	32	51	0.72	
2011-03-31	14:18:57.956822	1	32	52	1.73	
2011-03-31	14:18:58.029087	1	32	53	1.73	
2011-03-31	14:18:58.101352	1	32	54	1.73	
2011-03-31	14:18:58.173618	1	32	55	1.73	
2011-03-31	14:18:58.245883	1	32	56	1.73	
2011-03-31	14:18:58.318148	1	32	57	1.73	
2011-03-31	14:18:58.390413	1	32	58	1.73	
2011-03-31	14:18:58.462678	1	32	59	1.73	
2011-03-31	14:18:58.534944	1	32	60	1.73	
2011-03-31	14:18:58.607209	1	32	61	1.73	
2011-03-31	14:18:58.679474	1	32	62	0.09	1-begin
2011-03-31	14:18:59.996959	1	32	61	0.09	
2011-03-31	14:19:1.314445	1	32	60	0.09	
2011-03-31	14:19:2.63193	1	32	59	0.09	
2011-03-31	14:19:3.949416	1	32	58	0.09	
2011-03-31	14:19:5.266901	1	32	57	0.09	
2011-03-31	14:19:6.584387	1	32	56	0.09	
2011-03-31	14:19:7.901872	1	32	55	0.09	
2011-03-31	14:19:9.219358	1	32	54	0.09	
2011-03-31	14:19:10.536843	1	32	53	0.09	
2011-03-31	14:19:11.854328	1	32	52	0.09	
2011-03-31	14:19:13.171814	1	32	51	0.09	
2011-03-31	14:19:14.489299	1	32	50	0.09	
